"keyword","keywordType","category","subcategory","traffic","categoryRank","mostClickedOrganicAsin","mostClickedSpAsin","firstPageOrganicCoverage","firstPageSpSOV","overallSpSOV","overallSpACOS","overallSbSOV","overallSbACOS","duration"
"flexseeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3441","B07GR346G4","B09GVZ6F5X","0.13","0.00","0.00","0.00","0.00","0.00","7days"
"eating seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3560","B07GQW1HJC","B06WWP5JRD","0.38","0.00","0.00","0.00","0.00","0.00","7days"
"roasted flax seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3708","B09FV7QWPV","B0B42K2DYM","3.17","0.00","0.00","0.00","0.00","0.00","7days"
"flax seed powder organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3785","B091XX868R","B091XX868R","0.14","0.00","0.00","0.00","0.00","0.00","7days"
"roasted flax seeds for weight loss","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3876","B0B42K2DYM","B06XW7BSFV","3.54","0.00","0.00","0.00","0.00","0.00","7days"
"40rs product","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3968","B00URH5E34","B077JSZ95H","0.00","2.42","0.96","0.00","0.00","0.00","7days"
"roasted flaxseed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","100-1K","3994","B07BSHM94V","B07C1P78LW","3.19","0.00","0.00","0.00","0.00","0.00","7days"
"agase beeja","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4222","B08BWPDHWR","B01N2WK1JX","0.36","0.00","0.00","0.00","0.00","0.00","7days"
"vedaka flax seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4321","B07GR346G4","B07GQZ7ZVT","0.97","0.00","0.00","0.00","0.00","0.00","7days"
"flaxseeds seeds organic","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4487","B08HV5SH8Z","B07GQZ7ZVT","0.16","0.00","0.00","0.00","0.00","0.00","7days"
"flaxseed roasted","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4575","B07BSHM94V","B06XW7BSFV","3.50","0.00","0.00","0.00","4.92","0.00","7days"
"flax seeds and chia seeds combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4686","B08Y1K9PDV","B0B2R12W2C","0.00","1.28","0.00","0.00","0.00","0.00","7days"
"seed flax","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","4909","B07QX8BTHW","B07GR346G4","0.17","0.00","0.00","0.00","0.00","0.00","7days"
"roasted alsi","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","5476","B08BHHD66L","B0B578ZKZH","1.95","0.00","0.00","0.00","0.00","0.00","7days"
"flake seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","5681","B07GR346G4","B07GR346G4","0.44","0.00","0.00","0.00","0.00","0.00","7days"
"roasted flax seed powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","6057","B08QR5J5SR","B07GR346G4","2.43","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds raw","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","6262","B06XW6F9QG","B06XW7BSFV","0.84","0.00","0.00","0.00","0.00","0.00","7days"
"raw flax seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","6656","B00JCARLBA","B06XW7BSFV","1.77","0.00","0.00","0.00","0.00","0.00","7days"
"flux seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","6855","B075NFHK5M","B08MZYQ32F","2.11","0.00","0.00","0.00","0.00","0.00","7days"
"patanjali flax seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","6880","B07GR346G4","B07GQZ7ZVT","0.90","0.00","0.00","0.00","0.00","0.00","7days"
"flax seed flour","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","7772","B06XCX296R","B072B68G5X","0.76","0.00","0.00","0.00","0.00","0.00","7days"
"patanjali flax seeds roasted","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","7788","B0B42K2DYM","B08HV5SH8Z","5.60","0.00","0.00","0.00","0.00","0.00","7days"
"flak seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8487","B07GR346G4","B07GQZ7ZVT","0.55","0.00","0.00","0.00","0.00","0.00","7days"
"rosted flexed seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8503","B09FV7QWPV","B06XW6F9QG","5.33","0.00","0.00","0.00","0.00","0.00","7days"
"flaxi seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8568","B07GR346G4","B08KS4GZ2X","0.35","0.00","0.00","0.00","0.00","0.00","7days"
"flex seed powder 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8715","B06XW6F9QG","B091YKW9F4","2.50","0.00","0.00","0.00","0.00","0.00","7days"
"halem seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8885","B07GQW1HJC","B099WCGLG3","1.13","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds powder roasted","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","8990","B08QR5J5SR","B091XX868R","3.30","0.00","0.00","0.00","0.00","0.00","7days"
"roasted flax seeds 100gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","9251","B09FV7QWPV","B0B42K2DYM","1.05","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds 100 gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","9420","B07GR346G4","B06XW7BSFV","0.28","0.00","0.00","0.00","0.00","0.00","7days"
"roasted flaxseed powder","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","9472","B08QR5J5SR","B091XX868R","2.80","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds powder for eating","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","9510","B08QR5J5SR","B091XX868R","0.33","0.00","0.00","0.00","0.00","0.00","7days"
"seeds flax","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","9674","B06XW7BSFV","B06XW7BSFV","1.61","0.00","0.00","0.00","0.00","0.00","7days"
"rosted flex seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","10331","B07Q8MPBJN","B073PCY1YC","3.57","0.00","0.00","0.00","0.00","0.00","7days"
"magaz seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","10927","B08F4BD11B","B08S3NDFGP","1.36","2.99","2.30","0.00","1.75","0.00","7days"
"nutraj flax seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","11593","B07X7D1SNR","B06XW6F9QG","0.88","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds in fresh 1kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","11822","B07SZN8YR6","B06XW7BSFV","4.18","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds 500 gm","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","11891","B078LRQW7S","B06XW7BSFV","0.86","0.00","0.00","0.00","0.00","0.00","7days"
"combo of chia seed,flex seed, pumpkin seed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","12342","B0BN3PL5C2","B01M3SDPPK","2.46","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds happilo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","12468","B07Q8MPBJN","B06XW7BSFV","56.75","52.00","53.45","0.00","6.52","0.00","7days"
"ground flaxseed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","12606","B07HM33S2N","B07GQZ7ZVT","2.84","0.00","0.00","0.00","0.00","0.00","7days"
"roasted salted flax seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","12793","B0B42L6X6Y","B06XW6F9QG","0.83","0.00","0.00","0.00","0.00","0.00","7days"
"rosted flaxeed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","13820","B07Q8MPBJN","B06XW6F9QG","3.23","0.00","0.00","0.00","0.00","0.00","7days"
"flax sewds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","14893","B07GR346G4","B06XW6F9QG","1.19","0.00","0.00","0.00","0.00","0.00","7days"
"chia and pumpkin seeds combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","14906","B08LCDRJDB","B07H8HQYXJ","0.00","0.00","3.70","0.00","5.71","0.00","7days"
"flax seed powder, chia seeds, hemp seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","16145","B07WNDTP29","B091YKW9F4","0.00","3.45","5.41","0.00","9.09","0.00","7days"
"roasted+flax+seeds","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","16382","B07C1P78LW","B06XW6F9QG","4.23","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeed","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","16384","B07GQZ7ZVT","B07GQZ7ZVT","0.58","0.00","0.00","0.00","0.00","0.00","7days"
"pumpkin and flax seeds combo","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","17495","B06WWMXY3B","B07GQW1HJC","3.01","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds 500g","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","17769","B0BLNST3Q7","B07GQZ7ZVT","0.41","0.00","0.00","0.00","0.00","0.00","7days"
"flax seeds roasted 1 kg","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","17836","B08BHHD66L","B06XW7BSFV","0.98","0.00","0.00","0.00","0.00","0.00","7days"
"halim seeds in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","18237","B06XW6F9QG","B082SWR3GS","8.90","15.38","16.84","0.00","0.00","0.00","7days"
"flaxseed in fresh","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","18250","B00M57XM8I","B07GR346G4","1.89","0.00","0.00","0.00","0.00","0.00","7days"
"alasiya seeds roasted","GENERIC","Grocery-Dried Fruits, Nuts & Seeds","Flaxseeds","1-100","18340","B075NFHK5M","B07WNDTP29","3.03","0.00","0.00","0.00","0.00","0.00","7days"
